,index,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes
265,1288,tt0221027,Blow,Blow,2001,2001-05-25,"Biography, Crime, Drama",124,USA,English,Ted Demme,"Bruce Porter, David McKenna",Apostle,"Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta, Kevin Gage, Max Perlich, Jesse James, Miguel Pérez, Dan Ferro","The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",7.6,227875,$ 53000000,$ 52990775,$ 83282296,52.0,439.0,152.0,7.6,227875,7.7,8.0,27485,35025,73895,57770,21043,7239,2626,1131,635,1026,7.5,40.0,7.7,46525.0,7.6,113691.0,7.2,19981.0,7.6,153032.0,7.4,29.0,7.8,35182.0,7.6,95323.0,7.2,16560.0,7.5,32489.0,7.8,9.0,7.7,10768.0,7.4,17185.0,7.3,3113.0,6.7,653.0,7.6,43468.0,7.6,112803.0
266,1290,tt0221218,The Glass House,The Glass House,2001,2002-01-25,"Crime, Drama, Mystery",106,USA,"English, Spanish, Greek",Daniel Sackheim,Wesley Strick,Columbia Pictures,"Leelee Sobieski, Diane Lane, Stellan Skarsgård, Bruce Dern, Kathy Baker, Trevor Morgan, Chris Noth, Michael O'Keefe, Vyto Ruginis, Gavin O'Connor, Carly Pope, China Shavers, Agnes Bruckner, Michael Paul Chan, Rachel Wilson",An orphaned teenager is taken in by a Malibu couple but discovers they aren't the caring friends they seemed to be.,5.8,30264,$ 30000000,$ 18150259,$ 23619609,34.0,209.0,101.0,5.8,30264,5.9,6.0,1308,699,2278,5679,8842,6261,2824,1236,635,502,4.7,7.0,6.0,4700.0,5.7,14411.0,5.9,4684.0,5.7,17336.0,4.5,4.0,5.9,2635.0,5.6,10419.0,5.9,3758.0,5.9,6971.0,6.0,3.0,6.1,2018.0,5.8,3848.0,6.0,848.0,5.6,379.0,5.8,7327.0,5.7,14137.0
267,1292,tt0223897,Pay It Forward,Pay It Forward,2000,2001-01-26,Drama,123,USA,English,Mimi Leder,"Catherine Ryan Hyde, Leslie Dixon",Warner Bros.,"Kevin Spacey, Helen Hunt, Haley Joel Osment, Jay Mohr, Jim Caviezel, Jon Bon Jovi, Angie Dickinson, David Ramsey, Gary Werntz, Colleen Flynn, Marc Donato, Kathleen Wilhoite, Liza Snyder, Jeannetta Arnette, Hannah Leder",A young boy attempts to make the world a better place after his teacher gives him that chance.,7.2,108471,$ 40000000,$ 33519628,$ 55707411,40.0,667.0,160.0,7.2,108471,7.3,7.0,13598,12888,25001,28998,15046,6289,2977,1470,885,1319,6.4,45.0,7.4,21746.0,7.1,49274.0,7.0,14491.0,7.1,61397.0,6.3,33.0,7.3,12943.0,7.0,35420.0,6.9,10943.0,7.5,26251.0,7.5,7.0,7.7,8571.0,7.4,13335.0,7.4,3323.0,6.4,520.0,6.9,23351.0,7.2,51518.0
268,1293,tt0225071,Angel Eyes,Angel Eyes,2001,2001-08-31,"Drama, Romance",102,USA,English,Luis Mandoki,Gerald Di Pego,Franchise Pictures,"Jennifer Lopez, Jim Caviezel, Jeremy Sisto, Terrence Howard, Sônia Braga, Victor Argo, Monet Mazur, Shirley Knight, Daniel Magder, Guylaine St-Onge, Connor McAuley, Jeremy Ratchford, Peter MacNeill, Eldridge Hyndman, Kari Matchett","A mysterious man is drawn to a feisty female police officer and a unusual relationship ensues, as not everything is as it seems.",5.6,21555,$ 53000000,$ 24174218,$ 29715606,39.0,174.0,114.0,5.6,21555,5.8,6.0,1340,812,1844,3557,5081,4241,2117,1102,619,842,5.0,2.0,5.8,1860.0,5.5,10345.0,5.8,4485.0,5.5,11385.0,4.0,1.0,5.7,809.0,5.4,6892.0,5.7,3445.0,5.8,5552.0,6.0,1.0,6.0,1036.0,5.6,3345.0,6.1,975.0,5.2,334.0,5.5,4926.0,5.6,10520.0
269,1295,tt0227538,Spy Kids,Spy Kids,2001,2001-04-13,"Action, Adventure, Comedy",88,USA,"English, Spanish",Robert Rodriguez,Robert Rodriguez,Dimension Films,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara, Alan Cumming, Tony Shalhoub, Teri Hatcher, Cheech Marin, Robert Patrick, Danny Trejo, Mike Judge, Richard Linklater, Guillermo Navarro, Johnny Reno, Shannon Shea",The children of secret-agent parents must save them from danger.,5.4,101956,$ 35000000,$ 112719001,$ 147934180,71.0,216.0,122.0,5.4,101956,5.6,6.0,4614,2486,7642,16571,24162,21260,11202,6218,3661,4140,5.6,115.0,5.6,36701.0,5.1,31534.0,5.7,9758.0,5.3,63035.0,5.5,91.0,5.5,26758.0,5.1,25544.0,5.7,8027.0,5.7,17538.0,6.6,13.0,5.9,9450.0,5.3,5675.0,6.0,1600.0,5.4,596.0,5.7,21180.0,5.2,45724.0
270,1296,tt0228333,Ghosts of Mars,Ghosts of Mars,2001,2001-11-30,"Action, Horror, Sci-Fi",98,USA,English,John Carpenter,"Larry Sulkis, John Carpenter",Screen Gems,"Natasha Henstridge, Ice Cube, Jason Statham, Clea DuVall, Pam Grier, Joanna Cassidy, Richard Cetrone, Rosemary Forsyth, Liam Waite, Duane Davis, Lobo Sebastian, Rodney A. Grant, Peter Jason, Wanda De Jesus, Doug McGrath","In 2176, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find that the post has become a charnel house.",4.9,48965,$ 28000000,$ 8709640,$ 14010832,35.0,473.0,192.0,4.9,48965,5.0,5.0,2160,943,2622,5527,8488,10002,7856,5046,3279,3042,4.7,6.0,4.9,4368.0,4.8,25105.0,5.1,9282.0,4.9,36355.0,4.5,4.0,4.9,3969.0,4.8,23021.0,5.0,8322.0,5.0,3095.0,5.0,1.0,4.9,369.0,4.9,1797.0,5.4,820.0,4.8,519.0,5.0,10788.0,4.9,24541.0
271,1298,tt0230011,Atlantis: The Lost Empire,Atlantis: The Lost Empire,2001,2001-10-19,"Animation, Action, Adventure",95,USA,"English, French, Spanish","Gary Trousdale, Kirk Wise","Tab Murphy, Kirk Wise",Walt Disney Feature Animation,"Corey Burton, Claudia Christian, Michael J. Fox, James Garner, John Mahoney, Phil Morris, Leonard Nimoy, Don Novello, Jacqueline Obradors, Florence Stanley, David Ogden Stiers, Natalie Strom, Cree Summer, Jim Varney, Jim Cummings",A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,6.9,95046,$ 120000000,$ 84056472,$ 186053725,52.0,303.0,153.0,6.9,95046,7.0,7.0,8214,7004,17789,29484,19248,7939,2893,1081,572,822,6.9,99.0,7.0,34921.0,6.7,29136.0,6.5,7089.0,6.8,53976.0,6.7,67.0,6.9,22807.0,6.6,22419.0,6.5,6001.0,7.2,20055.0,7.6,22.0,7.4,11573.0,6.8,6366.0,6.7,982.0,6.5,478.0,6.8,18194.0,6.8,41098.0
272,1301,tt0230838,Sweet November,Sweet November,2001,2001-07-13,"Drama, Romance",119,USA,English,Pat O'Connor,"Herman Raucher, Paul Yurick",Warner Bros.,"Keanu Reeves, Charlize Theron, Jason Isaacs, Greg Germann, Liam Aiken, Robert Joy, Lauren Graham, Michael Rosenbaum, Frank Langella, Jason Kravits, Ray Baker, Tom Bullock, Adele Proom, L. Peter Callender, June Carryl","A workaholic executive, and an unconventional woman agree to a personal relationship for a short period. In this short period she changes his life.",6.7,81690,$ 40000000,$ 25288103,$ 65754228,27.0,289.0,97.0,6.7,81690,6.9,7.0,9320,6813,13931,20662,15538,7560,3458,1827,1118,1463,7.4,14.0,7.0,17523.0,6.7,41114.0,6.3,7248.0,6.7,39822.0,7.7,5.0,6.9,7899.0,6.7,25573.0,6.2,4981.0,6.8,27833.0,7.1,8.0,7.0,9412.0,6.7,15094.0,6.4,2159.0,5.7,354.0,6.2,9401.0,6.8,45580.0
273,1304,tt0233142,3000 Miles to Graceland,3000 Miles to Graceland,2001,2001-02-23,"Action, Comedy, Crime",125,USA,English,Demian Lichtenstein,"Richard Recco, Demian Lichtenstein",Franchise Pictures,"Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater, Kevin Pollak, David Arquette, Jon Lovitz, Howie Long, Thomas Haden Church, Bokeem Woodbine, Ice-T, David Kaye, Louis Lombardi, Shawn Michael Howard, Michael Kopsa",A gang of ex-cons rob a casino during Elvis convention week.,6.0,42225,$ 62000000,$ 15749959,$ 18720175,21.0,404.0,108.0,6.0,42225,6.0,6.0,2197,1568,4393,9368,10493,6637,3266,1822,1082,1399,6.9,5.0,6.1,3222.0,6.0,21941.0,6.0,7950.0,6.0,30896.0,6.7,3.0,6.1,2875.0,6.0,20190.0,6.0,6965.0,6.0,2839.0,9.0,1.0,6.1,308.0,5.9,1564.0,5.9,883.0,5.5,452.0,5.9,11176.0,6.0,19524.0
274,1306,tt0234215,The Matrix Reloaded,The Matrix Reloaded,2003,2003-05-21,"Action, Sci-Fi",138,USA,"English, French","Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski",Warner Bros.,"Ray Anthony, Christine Anu, Andy Arness, Alima Ashton-Sheibu, Helmut Bakaitis, Steve Bastoni, Don Battee, Monica Bellucci, Daniel Bernhardt, Valerie Berry, Ian Bliss, Liliana Bogatko, Michael Budd, Stoney Burke, Kelly Butler","Neo and his allies race against time before the machines discover the city of Zion and destroy it. While seeking the truth about the Matrix, Neo must save Trinity from a dark fate within his dreams.",7.2,488119,$ 150000000,$ 281576461,$ 828770175,62.0,2754.0,286.0,7.2,488119,7.2,7.0,53145,54262,115105,135120,68157,29274,13410,7580,4588,7478,7.1,225.0,7.3,104452.0,7.1,223932.0,7.0,45715.0,7.2,342518.0,7.1,186.0,7.3,90022.0,7.2,197291.0,7.0,39506.0,7.0,44594.0,6.7,22.0,7.2,13187.0,6.9,23987.0,7.1,5398.0,6.8,822.0,7.0,80267.0,7.2,239411.0
275,1307,tt0234829,Summer Catch,Summer Catch,2001,2001-08-24,"Comedy, Drama, Romance",104,USA,English,Michael Tollin,"Kevin Falls, Kevin Falls",Warner Bros.,"Freddie Prinze Jr., Jessica Biel, Fred Ward, Matthew Lillard, Brian Dennehy, Jason Gedrick, Brittany Murphy, Bruce Davison, Marc Blucas, Wilmer Valderrama, Corey Pearson, Christian Kane, Cedric Pendleton, Gabriel Mann, Jed Rhein",A rich girl whose family summers on Cape Cod has a romance with a local poor boy who hopes to become a major league baseball player.,5.0,14654,$ 34000000,$ 19753553,$ 19772447,21.0,113.0,50.0,5.0,14654,5.2,5.0,852,314,768,1630,2720,3174,2266,1232,799,899,6.0,2.0,5.3,1796.0,4.9,7631.0,5.3,1998.0,5.0,8606.0,2.0,1.0,5.3,994.0,4.9,5719.0,5.2,1633.0,5.0,3100.0,10.0,1.0,5.3,784.0,4.8,1847.0,5.3,343.0,4.7,236.0,5.1,5721.0,4.9,4810.0
276,1309,tt0237572,The Pledge,The Pledge,2001,2001-10-12,"Crime, Drama, Mystery",124,USA,English,Sean Penn,"Friedrich Dürrenmatt, Jerzy Kromolowski",Morgan Creek Entertainment,"Patricia Clarkson, Beau Daniels, Benicio Del Toro, Dale Dickey, Wendy Donaldson, Adrien Dorval, Aaron Eckhart, Shawn Henter, Kathy Jensen, Taryn Knowles, Nels Lennarson, Costas Mandylor, J.J. McColl, Gordon May, Gardiner Millar",A retiring police detective pledges to catch the killer of a young child.,6.8,50907,$ 35000000,$ 19733089,$ 29419291,71.0,560.0,154.0,6.8,50907,6.8,7.0,2372,3848,10088,16450,10230,4084,1711,879,470,775,6.0,3.0,6.9,4830.0,6.7,23417.0,6.9,10693.0,6.8,34879.0,8.0,1.0,6.9,4071.0,6.7,20714.0,6.9,9159.0,6.7,4699.0,5.0,2.0,6.7,708.0,6.6,2457.0,7.1,1367.0,6.6,469.0,6.7,8678.0,6.8,27473.0
277,1310,tt0238380,Equilibrium,Equilibrium,2002,2003-03-14,"Action, Drama, Sci-Fi",107,USA,English,Kurt Wimmer,Kurt Wimmer,Dimension Films,"Christian Bale, Dominic Purcell, Sean Bean, Christian Kahrmann, John Keogh, Sean Pertwee, William Fichtner, Angus Macfadyen, David Barrash, Dirk Martens, Taye Diggs, Matthew Harbour, Maria Pia Calzone, Emily Siewert, Emily Watson","In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state.",7.4,299984,$ 20000000,$ 1203794,$ 5368217,33.0,1186.0,154.0,7.4,299984,7.6,8.0,37990,42552,87565,73118,32679,13204,5868,3055,1791,2162,7.0,53.0,7.4,61236.0,7.5,155570.0,7.1,25124.0,7.4,217604.0,7.0,42.0,7.4,52135.0,7.5,136353.0,7.1,21282.0,7.6,30577.0,6.1,6.0,7.5,8444.0,7.6,17562.0,7.5,3428.0,6.9,678.0,7.4,46526.0,7.4,162744.0
278,1313,tt0240462,Dr. Dolittle 2,Dr. Dolittle 2,2001,2001-07-27,"Comedy, Family, Fantasy",87,USA,English,Steve Carr,"Hugh Lofting, Larry Levin",Twentieth Century Fox,"Eddie Murphy, Kristen Wilson, Raven-Symoné, Kyla Pratt, Lil' Zane, Denise Dowse, James Avery, Elayn J. Taylor, Andy Richter, Kevin Pollak, Victor Raider-Wexler, Jeffrey Jones, Mark Griffin, Ken Hudson Campbell, Anne Stedman",Dolittle must save a forest and a bear's life.,4.7,39725,$ 70000000,$ 112952899,$ 176104344,49.0,77.0,91.0,4.7,39725,4.9,5.0,1266,466,1463,3328,6796,10000,7951,4301,2428,1726,4.3,23.0,4.8,9745.0,4.5,17128.0,4.7,3873.0,4.6,25110.0,3.6,16.0,4.7,7002.0,4.5,14082.0,4.6,3175.0,5.0,6429.0,7.8,4.0,5.0,2625.0,4.8,2899.0,5.2,647.0,4.6,433.0,4.6,8386.0,4.6,19104.0
279,1315,tt0240515,Freddy Got Fingered,Freddy Got Fingered,2001,2001-04-20,Comedy,87,USA,English,Tom Green,"Tom Green, Derek Harvie",Regency Enterprises,"Tom Green, Rip Torn, Marisa Coughlan, Eddie Kaye Thomas, Harland Williams, Anthony Michael Hall, Julie Hagerty, Jackson Davies, Connor Widdows, John R. Taylor, Bob Osborne, Fiona Hogan, George Gordon, Ron Selmour, Drew Barrymore","An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.",4.6,44410,$ 14000000,$ 14254993,$ 14343028,13.0,660.0,100.0,4.6,44410,5.0,5.0,6659,1841,3124,4292,4107,3995,3408,3355,3590,10039,5.7,18.0,4.9,5948.0,4.7,24875.0,3.8,3969.0,4.7,31998.0,4.7,15.0,4.9,5160.0,4.7,22567.0,3.8,3514.0,3.9,3297.0,10.0,2.0,4.5,741.0,3.8,2079.0,3.4,390.0,3.6,325.0,4.3,12618.0,4.7,19781.0
280,1316,tt0240772,Ocean's Eleven,Ocean's Eleven,2001,2002-02-15,"Crime, Thriller",116,USA,"English, Italian, Cantonese",Steven Soderbergh,"George Clayton Johnson, Jack Golden Russell",Warner Bros.,"George Clooney, Cecelia Ann Birt, Paul L. Nolan, Carol Florence, Lori Galinski, Bernie Mac, Brad Pitt, Mark Gantt, Tim Perez, Elliott Gould, Frank Patton III, Casey Affleck, Scott Caan, Eddie Jemison, Jorge R. Hernandez",Danny Ocean and his eleven accomplices plan to rob three Las Vegas casinos simultaneously.,7.8,483250,$ 85000000,$ 183417150,$ 450717150,74.0,907.0,206.0,7.8,483250,7.8,8.0,47959,78245,184666,118776,34092,10799,3717,1849,1123,2024,7.9,283.0,7.9,118082.0,7.7,204838.0,7.5,43569.0,7.8,316624.0,8.0,213.0,7.9,95464.0,7.7,169987.0,7.4,36014.0,7.8,63731.0,7.6,41.0,7.8,21099.0,7.7,32518.0,7.6,6850.0,7.2,841.0,7.9,82419.0,7.7,231344.0
281,1317,tt0240890,Serendipity,Serendipity,2001,2001-12-26,"Comedy, Romance",90,USA,"English, French",Peter Chelsom,Marc Klein,Miramax,"John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan, Eugene Levy, Lilli Lavine, Michael Guarino Jr., Abdul Alshawish, Stephen Bruce, David Sparrow, Ann Talman, Crystal Bock, Gary Gerbrandt, Kate Blumberg, Ron Payne","A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.",6.9,99234,$ 28000000,$ 50294317,$ 77516304,52.0,392.0,120.0,6.9,99234,7.1,7.0,10821,8709,18457,28306,18398,7847,3303,1527,883,983,7.4,16.0,7.0,18152.0,6.8,47553.0,6.8,13318.0,6.9,51460.0,6.7,5.0,7.0,8381.0,6.8,31454.0,6.8,10038.0,6.9,29432.0,7.8,9.0,7.0,9557.0,6.8,15603.0,6.8,3107.0,6.2,467.0,6.8,19844.0,6.8,49288.0
282,1320,tt0241760,The New Guy,The New Guy,2002,2002-09-20,Comedy,88,USA,English,Ed Decter,David Kendall,Revolution Studios,"DJ Qualls, Eliza Dushku, Zooey Deschanel, Jerod Mixon, Parry Shen, Lyle Lovett, Eddie Griffin, Sunny Mabrey, Ross Patterson, Matt Gogin, Horatio Sanz, Tony Hawk, Geoffrey Lewis, Charlie O'Connell, Gene Simmons",A high school senior branded uncool in the ninth grade gets himself expelled so he changes his image to cool kid at the town's other high school.,5.9,32412,$ 13000000,$ 29760152,$ 31167388,24.0,161.0,47.0,5.9,32412,6.1,6.0,2732,1354,3194,6021,7344,5230,2796,1580,1024,1137,6.8,8.0,6.0,6464.0,5.8,16860.0,5.7,2729.0,5.9,22479.0,6.8,6.0,6.1,5054.0,5.8,14480.0,5.7,2336.0,5.9,4083.0,8.5,2.0,6.0,1353.0,5.9,2230.0,6.2,351.0,4.9,306.0,5.7,9485.0,5.9,14158.0
283,1321,tt0242423,"Dude, Where's My Car?","Dude, Where's My Car?",2000,2001-02-09,"Comedy, Mystery, Sci-Fi",83,USA,"English, Japanese, French",Danny Leiner,Philip Stark,Twentieth Century Fox,"Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff, Kristy Swanson, David Herman, Hal Sparks, Charlie O'Connell, John Toles-Bey, Christian Middelthon, Dave Bannick, James Vincent, Bob Clendenin, Mary Lynn Rajskub, Kevin Christy",Two potheads wake up after a night of partying and cannot remember where they parked their car.,5.5,130071,$ 13000000,$ 46729800,$ 73180723,30.0,467.0,65.0,5.5,130071,5.7,6.0,8157,4340,10942,21496,27901,22845,13535,8260,5693,6902,5.6,26.0,5.8,31825.0,5.4,63510.0,5.2,9497.0,5.6,90842.0,5.3,21.0,5.9,25384.0,5.5,54401.0,5.2,8259.0,5.3,16314.0,7.2,4.0,5.6,6131.0,5.1,8535.0,5.3,1086.0,4.9,579.0,5.4,25311.0,5.5,66978.0
284,1322,tt0242653,The Matrix Revolutions,The Matrix Revolutions,2003,2003-11-05,"Action, Sci-Fi",129,USA,"English, French","Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski",Warner Bros.,"Mary Alice, Tanveer K. Atwal, Helmut Bakaitis, Kate Beahan, Francine Bell, Monica Bellucci, Rachel Blackman, Henry Blasingame, Ian Bliss, David Bowers, Zeke Castelli, Collin Chou, Essie Davis, Laurence Fishburne, Nona Gaye",The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,6.7,423793,$ 150000000,$ 139313948,$ 427344031,47.0,2100.0,259.0,6.7,423793,6.8,7.0,40189,34000,73272,112085,80755,38818,18968,10444,6109,9153,6.6,177.0,6.9,92053.0,6.7,197481.0,6.6,38173.0,6.8,301909.0,6.5,149.0,6.9,79813.0,6.7,175154.0,6.5,33193.0,6.7,37150.0,6.7,14.0,6.9,11158.0,6.6,20024.0,6.7,4338.0,6.4,791.0,6.5,67617.0,6.8,212331.0
285,1325,tt0243585,Stuart Little 2,Stuart Little 2,2002,2002-07-19,"Animation, Adventure, Comedy",77,USA,English,Rob Minkoff,"E.B. White, Douglas Wick",Columbia Pictures,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Anna Hoelck, Ashley Hoelck, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn, Marc John Jefferies, Angelo Massagli, Jim Doughan, Brad Garrett, Conan McCarty",Stuart and Snowbell set out across town to rescue a friend.,5.4,46888,$ 120000000,$ 64956806,$ 169956806,66.0,76.0,71.0,5.4,46888,5.6,6.0,2192,892,2628,6720,12229,11793,5404,2575,1354,1101,5.4,76.0,5.4,20493.0,5.3,11531.0,5.6,3448.0,5.4,27885.0,5.2,64.0,5.4,14721.0,5.3,8979.0,5.6,2762.0,5.5,9036.0,6.5,8.0,5.5,5495.0,5.4,2452.0,5.8,640.0,5.3,399.0,5.3,6629.0,5.4,22964.0
286,1326,tt0243655,Wet Hot American Summer,Wet Hot American Summer,2001,2002-04-11,"Comedy, Romance",97,USA,English,David Wain,"Michael Showalter, David Wain",Eureka Pictures,"Janeane Garofalo, David Hyde Pierce, Michael Showalter, Marguerite Moreau, Paul Rudd, Zak Orth, Christopher Meloni, A.D. Miles, Molly Shannon, Gideon Jacobs, Ken Marino, Joe Lo Truglio, Michael Ian Black, Liam Norton, Amy Poehler","Set on the last day of camp, in the hot summer of 1981, a group of counselors try to complete their unfinished business before the day ends.",6.6,51206,$ 5000000,$ 295206,$ 295206,42.0,316.0,75.0,6.6,51206,6.9,7.0,6694,4349,8661,11685,8754,4780,2480,1529,951,1323,7.8,17.0,6.8,11746.0,6.6,23724.0,6.0,4560.0,6.6,33622.0,8.1,13.0,6.8,8944.0,6.6,19420.0,6.0,3780.0,6.6,7740.0,5.3,3.0,6.7,2632.0,6.7,4030.0,6.2,691.0,6.0,365.0,7.0,19601.0,6.2,15889.0
287,1327,tt0243736,40 Days and 40 Nights,40 Days and 40 Nights,2002,2002-05-31,"Comedy, Romance",96,USA,English,Michael Lehmann,Rob Perez,Miramax,"Josh Hartnett, Shannyn Sossamon, Paulo Costanzo, Adam Trese, Emmanuelle Vaugier, Lorin Heath, Aaron Trainor, Glenn Fitzgerald, Monet Mazur, Christine Chatelain, Keegan Connor Tracy, Michael C. Maronna, Vinessa Shaw, Stefanie von Pfetten, Stanley Anderson","After a brutal break-up, a young man vows to stay celibate during the forty days of Lent, but finds the girl of his dreams and is unable to do anything about it.",5.6,68100,$ 17000000,$ 37950822,$ 95146283,53.0,215.0,137.0,5.6,68100,5.7,6.0,2498,1534,4686,11853,18663,14547,6847,3435,1965,2072,4.7,3.0,5.7,11364.0,5.6,38362.0,5.4,5649.0,5.6,41957.0,5.5,2.0,5.8,7179.0,5.6,29135.0,5.4,4682.0,5.5,14255.0,3.0,1.0,5.5,4080.0,5.5,8890.0,5.3,881.0,5.2,437.0,5.6,12828.0,5.6,37485.0
288,1329,tt0244244,Swordfish,Swordfish,2001,2001-07-27,"Action, Crime, Thriller",99,USA,"English, German",Dominic Sena,Skip Woods,Hollywood Licensing Group,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes, Angelo Pagán, Chic Daniel, Kirk B.R. Woller, Carmen Argenziano, Tim DeKay","A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.",6.5,170800,$ 102000000,$ 69772969,$ 147080413,32.0,550.0,160.0,6.5,170800,6.6,7.0,7742,8879,27416,52270,40011,18381,8035,3780,2089,2197,6.8,16.0,6.6,22853.0,6.5,92374.0,6.5,21416.0,6.5,126480.0,6.6,13.0,6.7,20425.0,6.5,83156.0,6.5,18902.0,6.3,13253.0,8.0,2.0,6.4,2234.0,6.3,8297.0,6.4,2213.0,6.0,684.0,6.4,30279.0,6.5,90943.0
289,1331,tt0245562,Windtalkers,Windtalkers,2002,2002-08-30,"Action, Drama, War",134,USA,"English, Navajo, Japanese",John Woo,"John Rice, Joe Batteer",Metro-Goldwyn-Mayer (MGM),"Nicolas Cage, Adam Beach, Peter Stormare, Noah Emmerich, Mark Ruffalo, Brian Van Holt, Martin Henderson, Roger Willie, Frances O'Connor, Christian Slater, Jason Isaacs, William Morts, Cameron Thor, Kevin Cooney, Holmes Osborne","Two U.S. Marines in World War II are assigned to protect Navajo Marines, who use their native language as an unbreakable radio cypher.",6.1,63067,$ 115000000,$ 40914068,$ 77628265,51.0,459.0,157.0,6.1,63067,6.1,6.0,2640,2098,6667,14576,17347,9977,4457,2266,1281,1758,7.2,4.0,6.4,7885.0,5.9,30305.0,6.1,10930.0,6.0,46621.0,8.5,2.0,6.4,7315.0,5.9,28157.0,6.1,9648.0,6.3,3595.0,7.0,1.0,6.4,478.0,6.0,1837.0,6.5,1137.0,6.0,508.0,6.0,13304.0,6.0,31072.0
290,1334,tt0245686,Joe Dirt,Joe Dirt,2001,2001-04-11,"Adventure, Comedy, Drama",91,USA,English,Dennie Gordon,"David Spade, Fred Wolf",Columbia Pictures,"David Spade, Brittany Daniel, Dennis Miller, Adam Beach, Christopher Walken, Jaime Pressly, Kid Rock, Erik Per Sullivan, Megan Taylor Harvey, Caroline Aaron, Fred Ward, John Farley, Bob Zany, Bean Miller, Lee Walker","After being abandoned by his parents at the Grand Canyon, Joe Dirt tells the story of his journey to find his parents.",5.9,48526,$ 17700000,$ 27087695,$ 30987695,20.0,203.0,80.0,5.9,48526,6.2,6.0,4526,2454,5579,9579,10159,6902,3832,2293,1551,1651,4.5,12.0,6.0,8381.0,5.9,23244.0,5.8,5946.0,6.0,33697.0,4.2,10.0,6.0,6915.0,5.9,20421.0,5.8,5095.0,5.7,5040.0,5.0,1.0,5.8,1385.0,5.6,2624.0,5.9,784.0,5.0,399.0,6.1,20783.0,5.6,13163.0
291,1338,tt0246578,Donnie Darko,Donnie Darko,2001,2002-10-25,"Drama, Sci-Fi, Thriller",113,USA,English,Richard Kelly,Richard Kelly,Pandora Cinema,"Jake Gyllenhaal, Holmes Osborne, Maggie Gyllenhaal, Daveigh Chase, Mary McDonnell, James Duval, Arthur Taxier, Patrick Swayze, Mark Hoffman, David St. James, Tom Tangen, Jazzie Mahannah, Jolene Purdy, Stuart Stone, Gary Lundy","A troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes, after he narrowly escapes a bizarre accident.",8.0,708849,$ 6000000,$ 1478493,$ 4269636,88.0,2233.0,364.0,8.0,708849,8.1,8.0,153010,162660,189734,108842,44647,19156,9669,6133,4670,10328,8.5,352.0,8.2,180088.0,8.0,305205.0,7.7,54412.0,8.0,451953.0,8.5,271.0,8.2,134586.0,8.0,250394.0,7.7,45396.0,8.0,108258.0,8.5,58.0,8.2,43241.0,8.0,51507.0,7.7,8126.0,7.6,828.0,8.0,128569.0,8.0,330475.0
